Name,Games,Wins,Draws,Losses,Goals,Balance,Points,Final Position,name,matches,wins,draws,losses,pts,goals,spectators,gk_oage,defense_oage,attack_oage,gk_mkt,defense_mkt,attack_mkt,gk_omkt,defense_omkt,attack_omkt,total_oage,total_mkt,total_omkt,income,expenditure,balance,arrival_sum,arrival_age,arrival_mkt,derpature_sum,derpature_age,derpature_mkt,manager_name,manager_age,manager_avarage_time,manager_matches,manager_wins,manager_draws,manager_losses,manager_points,manager_ppm,manager_teams_coached,manager_avarage_ppm,manager_total_matches,manager_total_transfer
Swansea,38,12,11,15,44:51,-7,47,11,Swansea City,46,24,8,14,1.74,69:42,16.215,23.67,24.22,23.83,€1.70m,€25.40m,€18.30m,€567k,€2.82m,€3.05m,24.60,€61.40m,€2.46m,€10.65m,€2.30m,+€8.35m,€2.30m,21.8,€10.05m,€10.65m,23.8,€19.20m,Russell Martin,37,1.83 Years,49,18,13,18,67,1.37,3,0.91,179,0
Norwich,38,12,11,15,52:66,-14,47,12,Norwich City,46,23,15,8,1.83,83:58,21.796,30.50,25.50,25.13,€3.45m,€34.00m,€24.90m,€863k,€4.25m,€3.11m,25.70,€87.35m,€3.24m,€4.07m,€14.40m,€-10.33m,€14.40m,22.9,€44.35m,€4.07m,24.1,€79.35m,David Wagner,51,1.70 Years,21,7,5,9,26,1.24,7,1.3242857142857143,471,0
Sunderland,38,11,12,15,45:46,-1,45,13,Sunderland AFC,38,12,11,15,1.24,45:56,37.347,24.00,24.13,23.43,€7.25m,€9.50m,€22.05m,€3.63m,€1.19m,€3.15m,24.15,€53.65m,€1.99m,0,€6.06m,€-6.06m,€6.06m,21.8,€38.48m,0,25.1,€28.90m,Tony Mowbray,59,2.06 Years,45,18,14,13,68,1.51,10,1.1400000000000001,822,€1.15m
Stoke City,38,11,12,15,36:53,-17,45,14,Stoke City,38,13,7,18,1.21,46:48,30.631,28.33,27.00,25.50,€850k,€12.80m,€9.90m,€283k,€1.60m,€2.48m,27.24,€33.25m,€1.58m,€17.00m,0,+€17.00m,0,24.6,€37.30m,€17.00m,25.8,€53.05m,Alex Neil,42,1.50 Years,49,16,12,21,60,1.22,7,1.4342857142857142,443,0
Wigan,38,11,10,17,42:62,-20,43,15,Wigan Athletic,38,9,15,14,1.11,40:61,26.119,33.50,27.67,27.57,€450k,€5.75m,€3.95m,€225k,€639k,€564k,28.04,€15.10m,€559k,0,0,+-0,0,24.6,€13.95m,0,24.7,€9.15m,Shaun Maloney,40,0.36 Years,18,4,8,6,20,1.11,7,0.3385714285714286,37,€8.32m
Aston Villa,38,7,17,14,37:53,-16,38,16,Aston Villa,38,12,12,14,1.26,48:59,35.911,28.50,29.00,24.67,€30.50m,€132.80m,€147.80m,€7.63m,€14.76m,€16.42m,26.59,€474.10m,€16.35m,€54.00m,€100.14m,€-46.14m,€100.14m,25.7,€242.70m,€54.00m,26.1,€164.00m,Unai Emery,51,1.97 Years,44,26,7,11,85,1.93,10,1.583,853,0
QPR,38,10,7,21,43:66,-23,37,17,Queens Park Rangers,46,24,16,6,1.91,71:32,16.954,26.33,26.43,26.38,€1.55m,€12.70m,€7.90m,€517k,€1.81m,€988k,26.16,€38.45m,€1.54m,€900k,0,+€900k,0,23.7,€24.80m,€900k,25.4,€24.15m,Gareth Ainsworth,50,2.08 Years,50,22,7,21,73,1.46,10,0.696,571,€3.79m
Bolton,38,10,6,22,46:77,-31,36,18,Bolton Wanderers,38,12,10,16,1.21,52:56,28.915,24.50,25.43,29.25,€200k,€2.88m,€2.93m,€100k,€411k,€366k,27.09,€8.30m,€361k,€600k,€570k,+€30k,€570k,22.6,€11.48m,€600k,23.3,€14.65m,Ian Evatt,41,1.69 Years,59,31,13,15,106,1.80,3,1.43,251,€225k
Blackburn,38,8,7,23,48:78,-30,31,19,Blackburn Rovers,38,11,10,17,1.13,46:59,30.008,26.00,24.36,23.29,€3.25m,€20.65m,€30.00m,€1.08m,€1.88m,€4.29m,24.15,€69.65m,€2.58m,0,€1.75m,€-1.75m,€1.75m,22.1,€12.88m,0,24.3,€27.00m,Jon Dahl Tomasson,46,0.96 Years,55,26,10,19,88,1.60,10,0.568,188,€15.60m
Wolves,38,5,10,23,40:82,-42,25,20,Wolverhampton Wanderers,38,11,7,20,1.05,46:66,31.670,26.25,25.11,27.30,€22.20m,€119.50m,€134.00m,€5.55m,€13.28m,€13.40m,25.90,€400.20m,€12.91m,€62.87m,€177.11m,€-114.24m,€177.11m,23.8,€260.10m,€62.87m,24.5,€207.40m,Julen Lopetegui,56,1.73 Years,37,11,8,18,41,1.11,13,1.4307692307692308,394,0
