Name,Games,Wins,Draws,Losses,Goals,Balance,Points,Final Position,name,matches,wins,draws,losses,pts,goals,spectators,gk_oage,defense_oage,attack_oage,gk_mkt,defense_mkt,attack_mkt,gk_omkt,defense_omkt,attack_omkt,total_oage,total_mkt,total_omkt,income,expenditure,balance,arrival_sum,arrival_age,arrival_mkt,derpature_sum,derpature_age,derpature_mkt,manager_name,manager_age,manager_avarage_time,manager_matches,manager_wins,manager_draws,manager_losses,manager_points,manager_ppm,manager_teams_coached,manager_avarage_ppm,manager_total_matches,manager_total_transfer
Crystal Palace,38,11,12,15,40:49,-9,45,11,Crystal Palace,38,11,15,12,1.26,50:46,30.398,28.50,27.00,24.43,€8.25m,€102.20m,€91.00m,€2.06m,€12.78m,€13.00m,26.67,€303.85m,€11.25m,€5.46m,€46.60m,€-41.15m,€46.60m,21.9,€61.50m,€5.46m,25.8,€32.80m,Roy Hodgson,75,1.80 Years,10,5,3,2,18,1.80,24,1.3995833333333334,856,0
Chelsea,38,11,11,16,38:47,-9,44,12,Chelsea FC,38,21,11,6,1.95,76:33,36.753,27.25,26.27,24.70,€40.50m,€281.20m,€323.00m,€10.13m,€25.56m,€32.30m,25.67,€927.70m,€28.11m,€67.83m,€611.49m,€-543.66m,€611.49m,23.0,€551.80m,€67.83m,25.5,€391.30m,Frank Lampard,45,0.95 Years,34,5,8,21,23,0.68,5,0.966,196,€16.00m
Wolves,38,11,8,19,31:58,-27,41,13,Wolverhampton Wanderers,38,15,6,17,1.34,38:43,33.587,26.25,25.11,27.30,€22.20m,€119.50m,€134.00m,€5.55m,€13.28m,€13.40m,25.90,€400.20m,€12.91m,€62.87m,€177.11m,€-114.24m,€177.11m,23.8,€260.10m,€62.87m,24.5,€207.40m,Julen Lopetegui,56,1.73 Years,37,11,8,18,41,1.11,13,1.4307692307692308,394,0
West Ham,38,11,7,20,42:55,-13,40,14,West Ham United,38,16,8,14,1.47,60:51,47.743,34.00,28.75,27.67,€8.90m,€108.10m,€116.00m,€4.45m,€13.51m,€19.33m,28.04,€441.80m,€19.21m,€21.55m,€194.00m,€-172.45m,€194.00m,25.0,€157.00m,€21.55m,28.8,€61.75m,David Moyes,60,3.23 Years,57,27,8,22,89,1.56,8,1.2075,1051,€47k
Bournemouth,38,11,6,21,37:71,-34,39,15,AFC Bournemouth,46,25,13,8,1.91,74:39,12.609,28.75,25.78,25.44,€5.05m,€86.70m,€81.40m,€1.26m,€9.63m,€9.04m,26.16,€278.75m,€8.99m,0,€83.10m,€-83.10m,€83.10m,25.2,€98.65m,0,25.5,€18.40m,Gary O'Neil,40,0.40 Years,37,11,6,20,39,1.05,6,0.375,37,€10.40m
Nottm Forest,38,9,11,18,38:68,-30,38,16,Nottingham Forest,46,23,11,12,1.74,73:40,22.333,30.50,27.00,27.00,€4.80m,€111.80m,€50.50m,€1.20m,€8.60m,€6.31m,27.79,€334.70m,€8.81m,€5.00m,€195.25m,€-190.25m,€195.25m,26.2,€310.40m,€5.00m,25.7,€77.65m,Steve Cooper,43,2.00 Years,45,13,11,21,50,1.11,7,0.9900000000000001,273,0
Everton,38,8,12,18,34:57,-23,36,17,Everton FC,38,11,6,21,1.03,43:66,38.790,34.67,27.20,25.67,€22.95m,€118.00m,€80.50m,€7.65m,€11.80m,€13.42m,27.48,€334.45m,€13.38m,€103.60m,€78.20m,+€25.40m,€78.20m,25.1,€133.15m,€103.60m,27.1,€168.70m,Sean Dyche,51,3.22 Years,18,5,6,7,21,1.17,6,0.6466666666666666,492,€210k
Leicester,38,9,7,22,51:68,-17,34,18,Leicester City,38,14,10,14,1.37,62:59,35.803,29.33,27.08,26.33,€11.50m,€147.80m,€99.30m,€3.83m,€12.32m,€16.55m,27.17,€429.10m,€14.30m,€81.40m,€48.00m,+€33.40m,€48.00m,25.5,€67.40m,€81.40m,27.7,€67.85m,Dean Smith,52,2.44 Years,34,13,8,13,47,1.38,6,1.0666666666666667,605,€137k
Leeds,38,7,10,21,48:78,-30,31,19,Leeds United,38,9,11,18,1.00,42:79,35.332,26.00,25.36,24.09,€22.80m,€89.30m,€133.90m,€7.60m,€8.12m,€12.17m,24.78,€325.20m,€10.16m,€114.50m,€145.59m,€-31.09m,€145.59m,23.8,€194.90m,€114.50m,24.4,€163.70m,Sam Allardyce,68,1.59 Years,4,0,1,3,1,0.25,18,0.8122222222222223,829,€298k
Southampton,38,6,7,25,36:73,-37,25,20,Southampton FC,38,9,13,16,1.05,43:67,31.190,31.67,24.36,25.50,€16.35m,€141.00m,€124.90m,€5.45m,€12.82m,€10.41m,25.45,€393.25m,€11.92m,€5.50m,€142.15m,€-136.65m,€142.15m,23.1,€151.50m,€5.50m,26.4,€72.60m,Rubén Sellés,40,0.20 Years,18,3,4,11,13,0.72,23,0.27999999999999997,18,0
