Name,Games,Wins,Draws,Losses,Goals,Balance,Points,Final Position,name,matches,wins,draws,losses,pts,goals,spectators,gk_oage,defense_oage,attack_oage,gk_mkt,defense_mkt,attack_mkt,gk_omkt,defense_omkt,attack_omkt,total_oage,total_mkt,total_omkt,income,expenditure,balance,arrival_sum,arrival_age,arrival_mkt,derpature_sum,derpature_age,derpature_mkt,manager_name,manager_age,manager_avarage_time,manager_matches,manager_wins,manager_draws,manager_losses,manager_points,manager_ppm,manager_teams_coached,manager_avarage_ppm,manager_total_matches,manager_total_transfer
Charlton,38,12,10,16,42:58,-16,46,11,Charlton Athletic,38,14,11,13,1.39,51:51,30.176,24.00,25.86,24.14,€775k,€1.85m,€2.95m,€258k,€264k,€421k,24.80,€8.43m,€337k,0,0,+-0,0,23.3,€9.35m,0,25.8,€10.48m,Dean Holden,43,0.35 Years,27,12,5,10,41,1.52,12,0.5691666666666667,83,0
Birmingham,38,11,12,15,40:46,-6,45,12,Birmingham City,38,12,14,12,1.32,43:48,31.892,34.50,28.00,29.33,€800k,€4.70m,€6.70m,€400k,€588k,€1.12m,27.14,€29.10m,€1.32m,€600k,€2.21m,€-1.61m,€2.21m,23.1,€25.15m,€600k,24.8,€45.15m,John Eustace,43,0.99 Years,50,15,12,23,57,1.14,7,0.30571428571428566,59,€375k
Fulham,38,12,8,18,52:60,-8,44,13,Fulham FC,38,14,10,14,1.37,52:46,25.860,28.50,28.11,27.88,€15.00m,€73.80m,€78.90m,€7.50m,€8.20m,€9.86m,27.88,€265.20m,€10.20m,€21.90m,€71.20m,€-49.30m,€71.20m,27.2,€176.40m,€21.90m,27.2,€100.40m,Marco Silva,45,1.31 Years,44,18,8,18,62,1.41,8,1.44875,419,0
Newcastle,38,10,14,14,47:57,-10,44,14,Newcastle United,38,13,17,8,1.47,52:40,43.172,31.60,27.92,26.86,€24.00m,€107.90m,€206.00m,€4.80m,€8.30m,€29.43m,27.74,€527.90m,€15.53m,€13.46m,€185.35m,€-171.89m,€185.35m,25.4,€149.20m,€13.46m,28.2,€52.20m,Eddie Howe,45,3.30 Years,46,25,14,7,89,1.93,4,1.58,617,€600k
Blackburn,38,9,15,14,32:43,-11,42,15,Blackburn Rovers,38,12,8,18,1.16,51:59,29.803,26.00,24.36,23.29,€3.25m,€20.65m,€30.00m,€1.08m,€1.88m,€4.29m,24.15,€69.65m,€2.58m,0,€1.75m,€-1.75m,€1.75m,22.1,€12.88m,0,24.3,€27.00m,Jon Dahl Tomasson,46,0.96 Years,55,26,10,19,88,1.60,10,0.568,188,€15.60m
Portsmouth,38,10,9,19,43:59,-16,39,16,Portsmouth FC,38,12,9,17,1.18,47:54,27.556,22.00,25.89,25.83,€450k,€3.10m,€2.05m,€450k,€344k,€342k,25.36,€8.25m,€330k,€700k,0,+€700k,0,22.7,€10.25m,€700k,24.1,€10.53m,John Mousinho,37,0.42 Years,23,10,9,4,39,1.70,1,1.7,23,0
West Brom,38,6,16,16,36:61,-25,34,17,West Bromwich Albion,46,25,11,10,1.87,64:42,21.084,27.00,26.83,26.33,€2.65m,€19.70m,€22.30m,€883k,€1.64m,€3.72m,27.24,€63.45m,€2.19m,0,€1.35m,€-1.35m,€1.35m,26.1,€34.35m,0,27.6,€34.05m,Carlos Corberán,40,0.97 Years,44,21,9,14,72,1.64,18,0.3622222222222222,169,0
Crystal Palace,38,7,12,19,41:62,-21,33,18,Crystal Palace,46,21,10,15,1.59,72:61,16.770,28.50,27.00,24.43,€8.25m,€102.20m,€91.00m,€2.06m,€12.78m,€13.00m,26.67,€303.85m,€11.25m,€5.46m,€46.60m,€-41.15m,€46.60m,21.9,€61.50m,€5.46m,25.8,€32.80m,Roy Hodgson,75,1.80 Years,10,5,3,2,18,1.80,24,1.3995833333333334,856,0
Norwich,38,7,12,19,42:77,-35,33,19,Norwich City,46,28,10,8,2.04,79:39,18.093,30.50,25.50,25.13,€3.45m,€34.00m,€24.90m,€863k,€4.25m,€3.11m,25.70,€87.35m,€3.24m,€4.07m,€14.40m,€-10.33m,€14.40m,22.9,€44.35m,€4.07m,24.1,€79.35m,David Wagner,51,1.70 Years,21,7,5,9,26,1.24,7,1.3242857142857143,471,0
Southampton,38,6,14,18,45:66,-21,32,20,Southampton FC,38,12,11,15,1.24,44:45,32.975,31.67,24.36,25.50,€16.35m,€141.00m,€124.90m,€5.45m,€12.82m,€10.41m,25.45,€393.25m,€11.92m,€5.50m,€142.15m,€-136.65m,€142.15m,23.1,€151.50m,€5.50m,26.4,€72.60m,Rubén Sellés,40,0.20 Years,18,3,4,11,13,0.72,23,0.27999999999999997,18,0
