Name,Games,Wins,Draws,Losses,Goals,Balance,Points,Final Position,name,matches,wins,draws,losses,pts,goals,spectators,gk_oage,defense_oage,attack_oage,gk_mkt,defense_mkt,attack_mkt,gk_omkt,defense_omkt,attack_omkt,total_oage,total_mkt,total_omkt,income,expenditure,balance,arrival_sum,arrival_age,arrival_mkt,derpature_sum,derpature_age,derpature_mkt,manager_name,manager_age,manager_avarage_time,manager_matches,manager_wins,manager_draws,manager_losses,manager_points,manager_ppm,manager_teams_coached,manager_avarage_ppm,manager_total_matches,manager_total_transfer
Watford,38,14,8,16,52:59,-7,50,11,Watford FC,38,11,8,19,1.08,44:64,29.218,28.67,27.78,23.88,€4.70m,€18.90m,€69.30m,€1.57m,€2.10m,€8.66m,26.27,€128.90m,€4.30m,€60.83m,€18.81m,+€42.02m,€18.81m,24.7,€66.65m,€60.83m,27.0,€93.80m,Chris Wilder,55,2.86 Years,23,5,7,11,22,0.96,9,0.81,595,€420k
Crystal Palace,38,14,7,17,51:53,-2,49,12,Crystal Palace,38,11,11,16,1.16,45:55,31.806,28.50,27.00,24.43,€8.25m,€102.20m,€91.00m,€2.06m,€12.78m,€13.00m,26.67,€303.85m,€11.25m,€5.46m,€46.60m,€-41.15m,€46.60m,21.9,€61.50m,€5.46m,25.8,€32.80m,Roy Hodgson,75,1.80 Years,10,5,3,2,18,1.80,24,1.3995833333333334,856,0
Newcastle,38,12,9,17,42:48,-6,45,13,Newcastle United,38,12,8,18,1.16,39:47,44.563,31.60,27.92,26.86,€24.00m,€107.90m,€206.00m,€4.80m,€8.30m,€29.43m,27.74,€527.90m,€15.53m,€13.46m,€185.35m,€-171.89m,€185.35m,25.4,€149.20m,€13.46m,28.2,€52.20m,Eddie Howe,45,3.30 Years,46,25,14,7,89,1.93,4,1.58,617,€600k
Bournemouth,38,13,6,19,56:70,-14,45,14,AFC Bournemouth,38,11,11,16,1.16,45:61,25.356,28.75,25.78,25.44,€5.05m,€86.70m,€81.40m,€1.26m,€9.63m,€9.04m,26.16,€278.75m,€8.99m,0,€83.10m,€-83.10m,€83.10m,25.2,€98.65m,0,25.5,€18.40m,Gary O'Neil,40,0.40 Years,37,11,6,20,39,1.05,6,0.375,37,€10.40m
Burnley,38,11,7,20,45:68,-23,40,15,Burnley FC,38,14,12,12,1.42,36:39,29.828,24.75,25.11,26.25,€13.60m,€48.40m,€33.70m,€3.40m,€5.38m,€4.21m,25.81,€132.30m,€5.09m,€76.46m,€43.20m,+€33.26m,€43.20m,22.6,€70.73m,€76.46m,26.8,€165.35m,Vincent Kompany,37,1.42 Years,54,34,15,5,117,2.17,3,1.6900000000000002,149,€19.00m
Southampton,38,9,12,17,45:65,-20,39,16,Southampton FC,38,7,15,16,0.95,37:56,34.415,31.67,24.36,25.50,€16.35m,€141.00m,€124.90m,€5.45m,€12.82m,€10.41m,25.45,€393.25m,€11.92m,€5.50m,€142.15m,€-136.65m,€142.15m,23.1,€151.50m,€5.50m,26.4,€72.60m,Rubén Sellés,40,0.20 Years,18,3,4,11,13,0.72,23,0.27999999999999997,18,0
Brighton,38,9,9,20,35:60,-25,36,17,Brighton & Hove Albion,38,9,13,16,1.05,34:54,33.941,26.67,25.86,24.57,€26.60m,€100.70m,€127.00m,€8.87m,€14.39m,€18.14m,24.85,€448.90m,€16.63m,€137.90m,€55.73m,+€82.17m,€55.73m,21.8,€105.50m,€137.90m,23.5,€204.70m,Roberto De Zerbi,44,1.21 Years,39,19,7,13,64,1.64,7,1.1642857142857141,321,0
Cardiff,38,10,4,24,34:69,-35,34,18,Cardiff City,46,27,9,10,1.96,69:39,20.018,30.50,24.11,24.90,€1.30m,€12.70m,€12.40m,€650k,€1.41m,€1.24m,25.38,€39.20m,€1.35m,0,€655k,€-655k,€655k,24.5,€30.00m,0,26.2,€24.65m,Sabri Lamouchi,51,1.35 Years,18,6,2,10,20,1.11,6,1.5766666666666664,253,€9.35m
Fulham,38,7,5,26,34:81,-47,26,19,Fulham FC,46,25,13,8,1.91,79:46,20.146,28.50,28.11,27.88,€15.00m,€73.80m,€78.90m,€7.50m,€8.20m,€9.86m,27.88,€265.20m,€10.20m,€21.90m,€71.20m,€-49.30m,€71.20m,27.2,€176.40m,€21.90m,27.2,€100.40m,Marco Silva,45,1.31 Years,44,18,8,18,62,1.41,8,1.44875,419,0
Huddersfield,38,3,7,28,22:76,-54,16,20,Huddersfield Town,38,9,10,19,0.97,28:58,31.566,26.75,26.08,26.10,€2.65m,€10.05m,€9.85m,€663k,€838k,€985k,25.62,€30.45m,€896k,€12.80m,€1.52m,+€11.28m,€1.52m,23.6,€24.38m,€12.80m,24.7,€33.60m,Neil Warnock,74,1.95 Years,15,7,4,4,25,1.67,19,1.1789473684210527,1066,0
