Name,Games,Wins,Draws,Losses,Goals,Balance,Points,Final Position,name,matches,wins,draws,losses,pts,goals,spectators,gk_oage,defense_oage,attack_oage,gk_mkt,defense_mkt,attack_mkt,gk_omkt,defense_omkt,attack_omkt,total_oage,total_mkt,total_omkt,income,expenditure,balance,arrival_sum,arrival_age,arrival_mkt,derpature_sum,derpature_age,derpature_mkt,manager_name,manager_age,manager_avarage_time,manager_matches,manager_wins,manager_draws,manager_losses,manager_points,manager_ppm,manager_teams_coached,manager_avarage_ppm,manager_total_matches,manager_total_transfer
West Brom,38,12,11,15,56:71,-15,47,11,West Bromwich Albion,46,26,13,7,1.98,89:48,20.297,27.00,26.83,26.33,€2.65m,€19.70m,€22.30m,€883k,€1.64m,€3.72m,27.24,€63.45m,€2.19m,0,€1.35m,€-1.35m,€1.35m,26.1,€34.35m,0,27.6,€34.05m,Carlos Corberán,40,0.97 Years,44,21,9,14,72,1.64,18,0.3622222222222222,169,0
Newcastle,38,11,13,14,56:57,-1,46,12,Newcastle United,46,30,12,4,2.22,90:35,32.066,31.60,27.92,26.86,€24.00m,€107.90m,€206.00m,€4.80m,€8.30m,€29.43m,27.74,€527.90m,€15.53m,€13.46m,€185.35m,€-171.89m,€185.35m,25.4,€149.20m,€13.46m,28.2,€52.20m,Eddie Howe,45,3.30 Years,46,25,14,7,89,1.93,4,1.58,617,€600k
Stoke City,38,13,7,18,46:48,-2,46,13,Stoke City,38,11,14,13,1.24,34:48,30.443,28.33,27.00,25.50,€850k,€12.80m,€9.90m,€283k,€1.60m,€2.48m,27.24,€33.25m,€1.58m,€17.00m,0,+€17.00m,0,24.6,€37.30m,€17.00m,25.8,€53.05m,Alex Neil,42,1.50 Years,49,16,12,21,60,1.22,7,1.4342857142857142,443,0
Bolton,38,12,10,16,52:56,-4,46,14,Bolton Wanderers,38,10,9,19,1.03,42:67,28.249,24.50,25.43,29.25,€200k,€2.88m,€2.93m,€100k,€411k,€366k,27.09,€8.30m,€361k,€600k,€570k,+€30k,€570k,22.6,€11.48m,€600k,23.3,€14.65m,Ian Evatt,41,1.69 Years,59,31,13,15,106,1.80,3,1.43,251,€225k
Blackburn,38,11,10,17,46:59,-13,43,15,Blackburn Rovers,38,13,11,14,1.32,41:55,29.711,26.00,24.36,23.29,€3.25m,€20.65m,€30.00m,€1.08m,€1.88m,€4.29m,24.15,€69.65m,€2.58m,0,€1.75m,€-1.75m,€1.75m,22.1,€12.88m,0,24.3,€27.00m,Jon Dahl Tomasson,46,0.96 Years,55,26,10,19,88,1.60,10,0.568,188,€15.60m
Wigan,38,9,15,14,40:61,-21,42,16,Wigan Athletic,38,9,9,20,0.95,37:79,25.928,33.50,27.67,27.57,€450k,€5.75m,€3.95m,€225k,€639k,€564k,28.04,€15.10m,€559k,0,0,+-0,0,24.6,€13.95m,0,24.7,€9.15m,Shaun Maloney,40,0.36 Years,18,4,8,6,20,1.11,7,0.3385714285714286,37,€8.32m
Wolves,38,11,7,20,46:66,-20,40,17,Wolverhampton Wanderers,38,9,11,18,1.00,32:56,31.411,26.25,25.11,27.30,€22.20m,€119.50m,€134.00m,€5.55m,€13.28m,€13.40m,25.90,€400.20m,€12.91m,€62.87m,€177.11m,€-114.24m,€177.11m,23.8,€260.10m,€62.87m,24.5,€207.40m,Julen Lopetegui,56,1.73 Years,37,11,8,18,41,1.11,13,1.4307692307692308,394,0
Birmingham,38,8,15,15,37:58,-21,39,18,Birmingham City,38,13,11,14,1.32,38:47,29.778,34.50,28.00,29.33,€800k,€4.70m,€6.70m,€400k,€588k,€1.12m,27.14,€29.10m,€1.32m,€600k,€2.21m,€-1.61m,€2.21m,23.1,€25.15m,€600k,24.8,€45.15m,John Eustace,43,0.99 Years,50,15,12,23,57,1.14,7,0.30571428571428566,59,€375k
Blackpool,38,10,9,19,55:78,-23,39,19,Blackpool FC,46,19,13,14,1.52,74:58,13.332,28.33,25.82,27.00,€850k,€9.00m,€6.20m,€283k,€818k,€886k,26.93,€20.15m,€720k,€2.30m,€350k,+€1.95m,€350k,24.1,€20.48m,€2.30m,23.9,€25.40m,Stephen Dobbie,40,0.30 Years,6,3,0,3,9,1.50,4,0.375,6,€990k
West Ham,38,7,12,19,43:70,-27,33,20,West Ham United,38,8,11,19,0.92,47:66,33.551,34.00,28.75,27.67,€8.90m,€108.10m,€116.00m,€4.45m,€13.51m,€19.33m,28.04,€441.80m,€19.21m,€21.55m,€194.00m,€-172.45m,€194.00m,25.0,€157.00m,€21.55m,28.8,€61.75m,David Moyes,60,3.23 Years,57,27,8,22,89,1.56,8,1.2075,1051,€47k
